Identifiant,Date,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Part prise en charge (%),Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire,Lien vers données parlementaires
2011/8199,2011,SAINT-LEGER-DU-MALZIEU,LOZERE,la rénovation du four de la Veissière et du four et du métier à ferrer de Crozac dans le cadre de la restauration du patrimoine,21541.90,5000.00,23.21,MOREL-A-L'HUISSIER Pierr,Assemblée nationale,#N/A,,http://2007.nosdeputes.fr/MOREL-A-L'HUISSIER%20Pierr/xml
2011/8200,2011,SAINT-LEGER-LES-MELEZES,HAUTES-ALPES,le goudronnage des voies de Serre Lagier et du San Lagiron,36048.50,9000.00,24.97,BERNARD-REYMOND Pierre,Sénat,HAUTES-ALPES,NI,http://nossenateurs.fr/BERNARD-REYMOND%20Pierre/xml
2011/8201,2011,SAINT-LEGER-SOUS-BEUVRAY,SAONE-ET-LOIRE,la reconstruction des remparts de la cure,171097.30,30000.00,17.53,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/8202,2011,SAINT-LEGER-SUR-BRESLE,SOMME,l'acquisition d'équipements et de matériel destinés à l'édification d'une clôture au cimetière,807.59,403.00,49.90,BIGNON Jérôme,Assemblée nationale,SOMME,UMP,http://2007.nosdeputes.fr/BIGNON%20Jérôme/xml
2011/8203,2011,SAINT-LEGER-SUR-BRESLE,SOMME,l'informatisation de la mairie,1905.16,800.00,41.99,BIGNON Jérôme,Assemblée nationale,SOMME,UMP,http://2007.nosdeputes.fr/BIGNON%20Jérôme/xml
2011/8204,2011,SAINT-LEGER-SUR-ROANNE,LOIRE,l'aménagement d'un chemin piétonnier reliant le Grand Champ à la Grande Prairie (1ère tranche),42525.00,7000.00,16.46,FOURNIER Bernard,Sénat,LOIRE,UMP,http://nossenateurs.fr/FOURNIER%20Bernard/xml
2011/8205,2011,SAINT-LEON,LOT-ET-GARONNE,la mise en accessibilité et la mise aux normes de la salle de réunion et l'aménagement d'un sanitaire,130037.33,23000.00,17.69,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/8206,2011,SAINT-LEON,GIRONDE,"la réfection de la voirie communale, travaux liés à l'effacement des réseaux",108001.56,13000.00,12.04,CARTRON Françoise,Sénat,GIRONDE,SOC,http://nossenateurs.fr/CARTRON%20Françoise/xml
2011/8207,2011,SAINT-LEON,GIRONDE,la pose de candélabres,64165.61,6000.00,9.35,CESAR Gérard,Sénat,GIRONDE,UMP,http://nossenateurs.fr/CESAR%20Gérard/xml
2011/8208,2011,SAINT-LEONARD,SEINE-MARITIME,la restauration de la chapelle de Grainval,108675.71,13000.00,11.96,FIDELIN Daniel,Assemblée nationale,SEINE-MARITIME,UMP,http://2007.nosdeputes.fr/FIDELIN%20Daniel/xml
2011/8209,2011,SAINT-LEONARD-DES-BOIS,SARTHE,l'aménagement d'un accès sécurisé et la construction d'un bloc sanitaire pour les personnes à mobilité réduite au camping municipal,37054.00,18527.00,50.00,LABRETTE-MENAGERFabienne,Assemblée nationale,#N/A,,http://2007.nosdeputes.fr/LABRETTE-MENAGERFabienne/xml
2011/8210,2011,SAINT-LEONARD-EN-BEAUCE,LOIR-ET-CHER,la restauration de la toiture de l'église,95131.66,8000.00,8.41,GOURAULT Jacqueline,Sénat,LOIR-ET-CHER,UDI,http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
2011/8211,2011,SAINT-LEON-SUR-L'ISLE,DORDOGNE,l'aménagement de la place de la Poste,70265.30,10000.00,14.23,DEGUILHEM Pascal,Assemblée nationale,DORDOGNE,SRC,http://2007.nosdeputes.fr/DEGUILHEM%20Pascal/xml
2011/8212,2011,SAINT-LERY,MORBIHAN,l'acquisition de mobilier pour la mairie,5576.00,2500.00,44.84,Gouvernement,Réserve ministérielle,#N/A,,
2011/8213,2011,SAINT-LEU-D'ESSERENT,OISE,la mise en valeur et en sécurité du Musée,45748.00,20000.00,43.72,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/8214,2011,SAINT-LEU-LA-FORET,VAL-D'OISE,la réfection de la toiture et de l'éclairage du bassin aquatique,175600.00,40000.00,22.78,BODIN Claude,Assemblée nationale,VAL-D'OISE,UMP,http://2007.nosdeputes.fr/BODIN%20Claude/xml
2011/8215,2011,SAINT-LEU-LA-FORET,VAL-D'OISE,la restauration des fresques de l'église Saint-Gilles,31996.65,15998.00,50.00,PORTELLI Hugues,Sénat,VAL-D'OISE,UMP,http://nossenateurs.fr/PORTELLI%20Hugues/xml
2011/8216,2011,SAINT-LEZER,HAUTES-PYRENEES,la réfection de la vitrerie et des menuiseries de l'église,26591.51,2500.00,9.40,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/8217,2011,SAINT-LEZER,HAUTES-PYRENEES,l'aménagement de sanitaires à la Maison des Associations,15916.00,3500.00,21.99,MARC François,Sénat,FINISTERE,SOC,http://nossenateurs.fr/MARC%20François/xml
2011/8218,2011,SAINT-LIEUX-LAFENASSE,TARN,la restauration des églises de Saint-Lieux et Lafenasse,16478.00,8239.00,50.00,FOLLIOT Pilhippe,Assemblée nationale,#N/A,,http://2007.nosdeputes.fr/FOLLIOT%20Pilhippe/xml
2011/8219,2011,SAINT-LIZIER-DU-PLANTE,GERS,la construction d'une nouvelle mairie,105050.00,15000.00,14.28,Gouvernement,Réserve ministérielle,#N/A,,
2011/8220,2011,SAINT-LO-D'OURVILLE,MANCHE,la restauration des faces ouest et sud du clocher de l'église,21241.98,3000.00,14.12,LE TEXIER Raymonde,Sénat,VAL-D'OISE,SOCV,http://nossenateurs.fr/LE TEXIER Raymonde/xml
2011/8221,2011,SAINT-LOUET-SUR-SEULLES,CALVADOS,la mise en conformité de la centrale de commande et de l'électrification des cloches et la réfection du portail et des abat-sons de l'église,8317.60,1000.00,12.02,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP,http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
2011/8222,2011,SAINT-LOUET-SUR-SEULLES,CALVADOS,la réfection de la voirie (programme 2011),13893.50,1400.00,10.08,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP,http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
2011/8223,2011,SAINT-LOUET-SUR-SEULLES,CALVADOS,l'édification d'un columbarium,3790.00,400.00,10.55,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP,http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
2011/8224,2011,SAINT-LOUIS,HAUT-RHIN,l'aménagement d'une Maison du Patrimoine dans l'ancienne imprimerie,465884.61,200000.00,42.93,UEBERSCHLAG Jean,Assemblée nationale,HAUT-RHIN,UMP,http://2007.nosdeputes.fr/UEBERSCHLAG%20Jean/xml
2011/8225,2011,SAINT-LOUIS DE MARIE-GALANTE,GUADELOUPE,l'aménagement d'un plateau multi-sports,88971.93,30000.00,33.72,MARSIN Daniel,Sénat,GUADELOUPE,RDSE,http://nossenateurs.fr/MARSIN%20Daniel/xml
2011/8226,2011,SAINT-LOUIS-DE-MONTFERRAND,GIRONDE,la construction d'une salle intergénérationnelle à vocation sociale et culturelle et l'aménagement de ses abords,311769.00,12000.00,3.85,CARTRON Françoise,Sénat,GIRONDE,SOC,http://nossenateurs.fr/CARTRON%20Françoise/xml
2011/8227,2011,SAINT-LOUIS-EN-L'ISLE,DORDOGNE,la réhabilitation de l'école communale,21122.27,3000.00,14.20,ASSOULINE David,Sénat,PARIS,SOC,http://nossenateurs.fr/ASSOULINE%20David/xml
2011/8228,2011,SAINT-LOUIS-LES-BITCHE,MOSELLE,l'aménagement de la traverse de l'agglomération (3ème tranche),272264.00,9000.00,3.31,Gouvernement,Réserve ministérielle,#N/A,,
2011/8229,2011,SAINT-LOUIS-LES-BITCHE,MOSELLE,"la réfection de la voirie et des trottoirs, rue Amiet",35100.00,6000.00,17.09,MASSERET Jean-Pierre,Sénat,MOSELLE,SOCV,http://nossenateurs.fr/MASSERET%20Jean-Pierre/xml
2011/8230,2011,SAINT-LOUP-DE-BUFFIGNY,AUBE,la réfection de la voirie rue de Belle Fille,47244.60,4700.00,9.95,Gouvernement,Réserve ministérielle,#N/A,,
2011/8231,2011,SAINT-LOUP-DE-VARENNES,SAONE-ET-LOIRE,la réfection de la façade de l'église et du clocher (2ème phase),86620.00,20000.00,23.09,EMORINE Jean-Paul,Sénat,SAONE-ET-LOIRE,UMP,http://nossenateurs.fr/EMORINE%20Jean-Paul/xml
2011/8232,2011,SAINT-LOUP-SUR-SEMOUSE,HAUTE-SAONE,l'aménagement et l'équipement de la salle de boxe,16985.79,5000.00,29.44,KRATTINGER Yves,Sénat,HAUTE-SAONE,SOC,http://nossenateurs.fr/KRATTINGER%20Yves/xml
2011/8233,2011,SAINT-LOUP-TERRIER,ARDENNES,la construction de trottoirs aux abords de l'église,10972.00,5486.00,50.00,LAMENIE Marc,Sénat,ARDENNES,UMP,http://nossenateurs.fr/LAMENIE%20Marc/xml
2011/8234,2011,SAINT-LUBIN-DE-LA-HAYE,EURE-ET-LOIR,la mise en place d'un réseau d'assainissement des eaux usées,3228536.49,50000.00,1.55,Gouvernement,Réserve ministérielle,#N/A,,
2011/8235,2011,SAINT-LUBIN-DE-LA-HAYE,EURE-ET-LOIR,l'acquisition d'un podium,4177.00,2088.00,49.99,Gouvernement,Réserve ministérielle,#N/A,,
2011/8236,2011,SAINT-LUBIN-EN-VERGONNOIS,LOIR-ET-CHER,l'acquisition d'un véhicule électrique,16021.00,5000.00,31.21,PERRUCHOT Nicolas,Assemblée nationale,LOIR-ET-CHER,NC,http://2007.nosdeputes.fr/PERRUCHOT%20Nicolas/xml
2011/8237,2011,SAINT-LUMINE-DE-COUTAIS,LOIRE-ATLANTIQUE,la construction d'un restaurant scolaire et d'un accueil périscolaire,992365.00,20000.00,2.02,BOENNEC Philippe,Assemblée nationale,LOIRE-ATLANTIQUE,UMP,http://2007.nosdeputes.fr/BOENNEC%20Philippe/xml
2011/8238,2011,SAINT-LUMINE-DE-COUTAIS,LOIRE-ATLANTIQUE,la construction d'une station d'épuration,908000.00,50000.00,5.51,GAUTIER Gisèle,Sénat,LOIRE-ATLANTIQUE,UMP,http://nossenateurs.fr/GAUTIER%20Gisèle/xml
2011/8239,2011,SAINT-LYE,AUBE,la construction d'un restaurant scolaire et la réhabilitation de l'accueil collectif de mineurs sans hébergement (1ère phase),839777.00,50000.00,5.95,Gouvernement,Réserve ministérielle,#N/A,,
2011/8240,2011,SAINT-LYE,AUBE,la construction d'un restaurant scolaire et la réhabilitation de l'accueil collectif de mineurs sans hébergement (2ème phase),256540.00,40000.00,15.59,Gouvernement,Réserve ministérielle,#N/A,,
2011/8241,2011,SAINT-LYE-LA-FORET,LOIRET,la construction de vestiaires sportifs,257335.00,10000.00,3.89,SUEUR Jean-Pierre,Sénat,LOIRET,SOC,http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
2011/8242,2011,SAINT-MACLOU,EURE,travaux d'éclairage public au parking de l'église,4989.18,2450.00,49.11,PONIATOWSKI Ladislas,Sénat,EURE,UMP,http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
2011/8243,2011,SAINT-MAIXME-HAUTERIVE,EURE-ET-LOIR,l'extension du réseau d'eau potable au domaine Saint- Vincent,25368.00,12000.00,47.30,HAMEL Gérard,Assemblée nationale,EURE-ET-LOIR,UMP,http://2007.nosdeputes.fr/HAMEL%20Gérard/xml
2011/8244,2011,SAINT-MALO,ILLE-ET-VILAINE,l'aménagement et l'éclairage d'un terrain de football en gazon synthétique au stade Henri Lemarié,776756.00,200000.00,25.75,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/8245,2011,SAINT-MALO,ILLE-ET-VILAINE,le prolongement de la rue des Prairies sur l'avenue du Maréchal Juin,501900.00,200000.00,39.85,COUANAU René,Assemblée nationale,ILLE-ET-VILAINE,NI,http://2007.nosdeputes.fr/COUANAU%20René/xml
2011/8246,2011,SAINT-MAMET,HAUTE-GARONNE,"travaux d'urbanisation sur la RD27, avenue du Portillon",602186.50,10000.00,1.66,CHATILLON Alain,Sénat,HAUTE-GARONNE,UMP,http://nossenateurs.fr/CHATILLON%20Alain/xml
2011/8247,2011,SAINT-MAMET,HAUTE-GARONNE,l'extension et la rénovation de la mairie et la construction d'un hangar communal,314626.46,25000.00,7.95,PLANCADE Jean-Pierre,Sénat,HAUTE-GARONNE,RDSE,http://nossenateurs.fr/PLANCADE%20Jean-Pierre/xml
2011/8248,2011,SAINT-MANDE,VAL-DE-MARNE,l'isolation des façades et le remplacement des fenêtres à l'école Charles Digeon dans le cadre de la pose de panneaux photovoltaïques,648311.00,160000.00,24.68,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/8249,2011,SAINT-MANDE,VAL-DE-MARNE,la réfection du plateau et le traçage des aires de jeux au stade des Minimes,99958.75,49979.00,50.00,BEAUDOUIN Patrick,Assemblée nationale,VAL-DE-MARNE,UMP,http://2007.nosdeputes.fr/BEAUDOUIN%20Patrick/xml
2011/8250,2011,SAINT-MARC-A-FRONGIER,CREUSE,l'aménagement du bourg,179765.89,50000.00,27.81,Gouvernement,Réserve ministérielle,#N/A,,
2011/8251,2011,SAINT-MARCEL,INDRE,la construction d'un local technique en extension de la salle des fêtes,27464.58,5000.00,18.21,FORISSIER Nicolas,Assemblée nationale,INDRE,UMP,http://2007.nosdeputes.fr/FORISSIER%20Nicolas/xml
2011/8252,2011,SAINT-MARCEL,INDRE,"aménagements de voirie, rue Jules Ferry, rue des Epinettes et impasse de la Folie",34420.19,5000.00,14.53,PINTON Louis,Sénat,INDRE,UMP,http://nossenateurs.fr/PINTON%20Louis/xml
2011/8253,2011,SAINT-MARCEL-DE-FELINES,LOIRE,la construction d'une crèche,436666.00,15000.00,3.44,FRECON Jean-Claude,Sénat,LOIRE,SOC,http://nossenateurs.fr/FRECON%20Jean-Claude/xml
2011/8254,2011,SAINT-MARCEL-D'URFE,LOIRE,l'acquisition d'un terrain en vue de l'aménagement d'un parking près de la salle des fêtes,11050.00,3500.00,31.67,FRECON Jean-Claude,Sénat,LOIRE,SOC,http://nossenateurs.fr/FRECON%20Jean-Claude/xml
2011/8255,2011,SAINT-MARCEL-LES-VALENCE,DROME,l'aménagement de la rue de la Liberté (2ème tranche),239893.10,6000.00,2.50,BOULAUD Didier,Sénat,NIEVRE,SOC,http://nossenateurs.fr/BOULAUD%20Didier/xml
2011/8256,2011,SAINT-MARCOUF-DE-L'ISLE,MANCHE,la réhabilitation et l'extension de la salle communale et la construction d'un atelier municipal,312100.00,10000.00,3.20,GATIGNOL Claude,Assemblée nationale,MANCHE,UMP,http://2007.nosdeputes.fr/GATIGNOL%20Claude/xml
2011/8257,2011,SAINT-MARD,AISNE,la réfection du mur de soutènement de l'église,59183.38,15000.00,25.34,VASSEUR Isabelle,Assemblée nationale,AISNE,UMP,http://2007.nosdeputes.fr/VASSEUR%20Isabelle/xml
2011/8258,2011,SAINT-MARD,SEINE-ET-MARNE,l'aménagement d'un square pour enfants,49255.09,8000.00,16.24,Gouvernement,Réserve ministérielle,#N/A,,
2011/8259,2011,SAINT-MARD,SEINE-ET-MARNE,l'aménagement d'une piste de roller-skate,48841.60,8000.00,16.38,Gouvernement,Réserve ministérielle,#N/A,,
2011/8260,2011,SAINT-MARD,SEINE-ET-MARNE,l'aménagement d'un pas de tir à l'arc,14026.80,2000.00,14.26,Gouvernement,Réserve ministérielle,#N/A,,
2011/8261,2011,SAINT-MARD,AISNE,l'aménagement d'une aire de jeux,1047.70,419.00,39.99,LE TEXIER Raymonde,Sénat,VAL-D'OISE,SOCV,http://nossenateurs.fr/LE TEXIER Raymonde/xml
2011/8262,2011,SAINT-MARD-DE-RENO,ORNE,la restauration de l'église Saint Médard,91975.00,10000.00,10.87,Gouvernement,Réserve ministérielle,#N/A,,
2011/8263,2011,SAINT-MARD-DE-RENO,ORNE,la réhabilitation du Monument aux Morts,2013.36,1006.00,49.97,GOULET Nathalie,Sénat,ORNE,UDI,http://nossenateurs.fr/GOULET%20Nathalie/xml
2011/8264,2011,SAINT-MARD-DE-RENO,ORNE,le remplacement du drapeau des Anciens combattants,1078.36,500.00,46.37,GOULET Nathalie,Sénat,ORNE,UDI,http://nossenateurs.fr/GOULET%20Nathalie/xml
2011/8265,2011,SAINT-MARD-SUR-LE-MONT,MARNE,"l'équipement mobilier de la salle communale, l'aménagement des abords de la mairie et l'embellissement de sa façade",27354.52,7500.00,27.42,OUDIT Mireille,Sénat,MARNE,UMP,http://nossenateurs.fr/OUDIT%20Mireille/xml
2011/8266,2011,SAINT-MARS-SUR-COLMONT,MAYENNE,la rénovation des vestiaires du terrain de sports,71041.91,20000.00,28.15,ZOCCHETTO François,Sénat,MAYENNE,UDI,http://nossenateurs.fr/ZOCCHETTO%20François/xml
2011/8267,2011,SAINT-MARS-SUR-LA-FUTAIE,MAYENNE,la mise en accessibilité des sanitaires de l'école et la création d'un dortoir,110720.00,20000.00,18.06,ARTHUIS Jean,Sénat,MAYENNE,UDI,http://nossenateurs.fr/ARTHUIS%20Jean/xml
2011/8268,2011,SAINT-MARTIAL,CANTAL,l'aménagement du village de Longchamp et de la voie communale de Chapuyege,104885.00,7000.00,6.67,Gouvernement,Réserve ministérielle,#N/A,,
2011/8269,2011,SAINT-MARTIAL,ARDECHE,la réhabilitation des réseaux d'assainissement et la construction d'une station d'épuration,345685.00,9000.00,2.60,RAOUL Daniel,Sénat,MAINE-ET-LOIRE,SOC,http://nossenateurs.fr/RAOUL%20Daniel/xml
2011/8270,2011,SAINT-MARTIAL-D'ALBAREDE,DORDOGNE,la correction acoustique des salles de réunion et de la salle des fêtes,6715.80,3000.00,44.67,BERIT-DEBAT Claude,Sénat,DORDOGNE,SOC,http://nossenateurs.fr/BERIT-DEBAT%20Claude/xml
2011/8271,2011,SAINT-MARTIN,HAUTES-PYRENEES,la construction d'une école (1ère tranche),316155.47,4000.00,1.27,MARC François,Sénat,FINISTERE,SOC,http://nossenateurs.fr/MARC%20François/xml
2011/8272,2011,SAINT-MARTIN-AUX-BUNEAUX,SEINE-MARITIME,la réhabilitation du terrain de football,51933.90,5000.00,9.63,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/8273,2011,SAINT-MARTIN-AUX-BUNEAUX,SEINE-MARITIME,"la construction d'un bloc sanitaire, plage des Petites Dalles",70691.02,4000.00,5.66,FIDELIN Daniel,Assemblée nationale,SEINE-MARITIME,UMP,http://2007.nosdeputes.fr/FIDELIN%20Daniel/xml
2011/8274,2011,SAINT-MARTIN-BELLE-ROCHE,SAONE-ET-LOIRE,la construction d'un centre d'intervention,373434.93,15000.00,4.02,EMORINE Jean-Paul,Sénat,SAONE-ET-LOIRE,UMP,http://nossenateurs.fr/EMORINE%20Jean-Paul/xml
2011/8275,2011,SAINT-MARTIN-CHATEAU,CREUSE,l'aménagement de la mairie (1ère tranche),84000.00,25000.00,29.76,Gouvernement,Réserve ministérielle,#N/A,,
2011/8276,2011,SAINT-MARTIN-D'AOUT,DROME,la création d'une nouvelle station d'épuration,292950.00,10000.00,3.41,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/8277,2011,SAINT-MARTIN-D'ARBEROUE,PYRENEES-ATLANTIQUES,le dévoiement du réseau d'eau potable le long de la RD 251,49339.50,10000.00,20.27,MARC François,Sénat,FINISTERE,SOC,http://nossenateurs.fr/MARC%20François/xml
2011/8278,2011,SAINT-MARTIN-D'ARROSSA,PYRENEES-ATLANTIQUES,la construction d'une agence postale communale,126702.00,10000.00,7.89,MARC François,Sénat,FINISTERE,SOC,http://nossenateurs.fr/MARC%20François/xml
2011/8279,2011,SAINT-MARTIN-DE-COMMUNE,SAONE-ET-LOIRE,la construction d'un monument du souvenir,13900.00,5000.00,35.97,ANCIAUX Jean-Paul,Assemblée nationale,SAONE-ET-LOIRE,UMP,http://2007.nosdeputes.fr/ANCIAUX%20Jean-Paul/xml
2011/8280,2011,SAINT-MARTIN-DE-CRAU,BOUCHES-DU-RHONE,l'aménagement de jardins familiaux et de leurs abords,520000.00,12000.00,2.31,VAUZELLE Mhicel,Assemblée nationale,#N/A,,http://2007.nosdeputes.fr/VAUZELLE%20Mhicel/xml
2011/8281,2011,SAINT-MARTIN-DE-GOYNE,GERS,la mise aux normes de l'assainissement de la mairie et de la salle des fêtes,27180.00,13000.00,47.83,Gouvernement,Réserve ministérielle,#N/A,,
2011/8282,2011,SAINT-MARTIN-DE-LA-LIEUE,CALVADOS,l'aménagement d'une aire de loisirs,14906.70,3500.00,23.48,LETEURTRE Claude,Assemblée nationale,CALVADOS,NC,http://2007.nosdeputes.fr/LETEURTRE%20Claude/xml
2011/8283,2011,SAINT-MARTIN-DE-LANDELLES,MANCHE,la rénovation de la sacristie,21117.01,10000.00,47.36,BIZET Jean,Sénat,MANCHE,UMP,http://nossenateurs.fr/BIZET%20Jean/xml
2011/8284,2011,SAINT-MARTIN-DE-LIXY,SAONE-ET-LOIRE,la restauration de l'église,47400.00,10000.00,21.10,NESME Jean-Marc,Assemblée nationale,SAONE-ET-LOIRE,UMP,http://2007.nosdeputes.fr/NESME%20Jean-Marc/xml
2011/8285,2011,SAINT-MARTIN-DE-NIGELLES,EURE-ET-LOIR,l'aménagement d'un site cinéraire,5767.86,2883.00,49.98,CORNU Gérard,Sénat,EURE-ET-LOIR,UMP,http://nossenateurs.fr/CORNU%20Gérard/xml
2011/8286,2011,SAINT-MARTIN-DES-BESACES,CALVADOS,l'aménagement d'une voie nouvelle et l'élargissement de la voie communale n°6 et de la route départementale n°185,669860.00,15000.00,2.24,Gouvernement,Réserve ministérielle,#N/A,,
2011/8287,2011,SAINT-MARTIN-DES-CHAMPS,SEINE-ET-MARNE,l'assainissement pluvial Grande Rue et rue du Puits,68710.00,20000.00,29.11,JACOB Christian,Assemblée nationale,SEINE-ET-MARNE,UMP,http://2007.nosdeputes.fr/JACOB%20Christian/xml
2011/8288,2011,SAINT-MARTIN-DES-CHAMPS,YONNE,"travaux de rénovation, d'extension et de mise aux normes de la salle polyvalente",317680.00,10000.00,3.15,SOISSON Jean-Pierre,Assemblée nationale,YONNE,UMP,http://2007.nosdeputes.fr/SOISSON%20Jean-Pierre/xml
2011/8289,2011,SAINT-MARTIN-DES-CHAMPS,MANCHE,l'aménagement de l'avenue Jardin Renard,182783.76,14000.00,7.66,BIZET Jean,Sénat,MANCHE,UMP,http://nossenateurs.fr/BIZET%20Jean/xml
2011/8290,2011,SAINT-MARTIN-DES-CHAMPS,YONNE,le remplacement des menuiseries de la bibliothèque et de l'ancien presbytère,16007.50,8000.00,49.98,BORDIER Pierre,Sénat,YONNE,UMP,http://nossenateurs.fr/BORDIER%20Pierre/xml
2011/8291,2011,SAINT-MARTIN-D'ESTREAUX,LOIRE,l'équipement de l'école numérique rurale,16952.36,8476.00,50.00,NICOLIN Yves,Assemblée nationale,LOIRE,UMP,http://2007.nosdeputes.fr/NICOLIN%20Yves/xml
2011/8292,2011,SAINT-MARTIN-DE-VARREVILLE,MANCHE,l'aménagement d'un parking aux abords de la salle communale,54069.00,5000.00,9.25,GATIGNOL Claude,Assemblée nationale,MANCHE,UMP,http://2007.nosdeputes.fr/GATIGNOL%20Claude/xml
2011/8293,2011,SAINT-MARTIN-DE-VARREVILLE,MANCHE,la construction d'un bloc sanitaire,12137.00,5000.00,41.20,GATIGNOL Claude,Assemblée nationale,MANCHE,UMP,http://2007.nosdeputes.fr/GATIGNOL%20Claude/xml
2011/8294,2011,SAINT-MARTIN-D'ONEY,LANDES,la construction d'une boulangerie et d'un logement de fonction à l'étage,553000.00,20000.00,3.62,CARRERE Jean-Louis,Sénat,LANDES,SOC,http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
2011/8295,2011,SAINT-MARTIN-DU-FOUILLOUX,MAINE-ET-LOIRE,"la réhabilitation d'une partie d'un bâtiment industriel en ateliers communaux et locaux associatifs, rue des Tilleuls",210350.00,10000.00,4.75,DE CHARETTE Hervé,Assemblée nationale,MAINE-ET-LOIRE,NC,http://2007.nosdeputes.fr/DE CHARETTE Hervé/xml
2011/8296,2011,SAINT-MARTIN-DU-MONT,AIN,le remplacement de la chaudière de l'église et divers travaux connexes de mise aux normes et d'aménagement,61828.00,10000.00,16.17,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/8297,2011,SAINT-MARTIN-DU-TERTRE,YONNE,l'extension et l'aménagement de la maison de l'enfance,201982.65,10000.00,4.95,FORT Marie-Louise,Assemblée nationale,YONNE,UMP,http://2007.nosdeputes.fr/FORT%20Marie-Louise/xml
2011/8298,2011,SAINT-MARTIN-DU-TERTRE,VAL-D'OISE,la réfection du mur de soutènement du cimetière ancien,28700.00,14350.00,50.00,PONIATOWSKI Axel,Assemblée nationale,VAL-D'OISE,UMP,http://2007.nosdeputes.fr/PONIATOWSKI%20Axel/xml
