Identifiant,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire
2011/2201,Communauté de communes du Briennois,AUBE,l'extension et la rénovation du pôle scolaire de Brienne le Château,2329200.0,30000.0,DHUICQ Nicolas,Assemblée nationale,AUBE,UMP
2011/2202,Communauté de communes du canton de Bléneau,YONNE,"l'extension de la crèche intercommunale ""Les Marmottes"", à Bléneau",157000.0,10000.0,SOISSON Jean-Pierre,Assemblée nationale,YONNE,UMP
2011/2203,Communauté de communes du canton de Castillonnès,LOT-ET-GARONNE,la construction de vestiaires et de sanitaires à la Plaine des Sports,273676.0,5000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/2204,Communauté de communes du canton de Charolles,SAONE-ET-LOIRE,l'aménagement de chemins de randonnées,61919.99,30000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2205,Communauté de communes du canton de Cormeilles,EURE,la réfection de la voirie (programme 2011),74901.83,30000.0,MORIN Hervé,Assemblée nationale,EURE,NC
2011/2206,Communauté de communes du canton de Coutances,MANCHE,la construction d'un cinéma à Coutances,2656682.0,54500.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2207,Communauté de communes du canton de Gavray,MANCHE,la construction d'un pôle petite enfance,864704.73,25500.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2208,Communauté de communes du canton de Gémozac et de la Saintonge Viticole,CHARENTE-MARITIME,la réhabilitation et l'extension du centre de loisirs sans hébergement de Rétaud,334328.27,50000.0,Gouvernement,Réserve ministérielle,,
2011/2209,Communauté de communes du canton de Penne d'Agenais,LOT-ET-GARONNE,la construction d'un bâtiment regroupant les bureaux de la communauté de communes et le relais assistantes maternelles et parents,552800.0,15000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/2210,Communauté de communes du canton de Saint-Beat,HAUTE-GARONNE,la rénovation de ses locaux administratifs situés à Marignac,240416.0,48080.0,AUBAN Bertrand,Sénat,HAUTE-GARONNE,SOC
2011/2211,Communauté de communes du canton de Saint-Laurent-de-Nesle,HAUTES-PYRENEES,l'acquisition d'équipements pour l'engin de damage,32000.0,16000.0,CARRERE Jean-Louis,Sénat,LANDES,SOC
2011/2212,Communauté de communes du canton de Saint-Trivier-de-Courtes,AIN,l'aménagement d'un accueil de jour Alzheimer,199410.0,10000.0,BRETON Xavier,Assemblée nationale,AIN,UMP
2011/2213,Communauté de communes du canton de Salies du Salat,HAUTE-GARONNE,la réhabilitation de l'Hôtel des Salins en vue d'y aménager une structure multi-accueil pour la petite enfance,1425770.0,20000.0,IDIART Jean-Louis,Assemblée nationale,HAUTE-GARONNE,SRC
2011/2214,Communauté de communes du canton de Sartilly,MANCHE,l'extension du centre de loisirs sans hébergement,334581.24,23000.0,BIZET Jean,Sénat,MANCHE,UMP
2011/2215,Communauté de communes du canton d'Oust,ARIEGE,"l'acquisition d'un véhicule pour le transport du personnel de la ""Brigade Verte""",22265.45,9300.0,MASSAT Frédérique,Assemblée nationale,ARIEGE,SRC
2011/2216,Communauté de communes du Castelbriantais,LOIRE-ATLANTIQUE,"la construction, à Châteaubriant, d'un complexe aquatique (2ème tranche)",10100000.0,100000.0,Gouvernement,Réserve ministérielle,,
2011/2217,Communauté de communes du Causse du Massegros,LOZERE,la réhabilitation du stade de football de Saint-Georges- de-Lévejac,162765.4,30000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2218,Communauté de communes du Centre Trégor,COTES-D'ARMOR,l'aménagement d'un pôle principal à Cavan et la construction d'un pôle complémentaire à Prat dans le cadre de la création d'une Maison de santé,665800.0,8000.0,HERVIAUX Odette,Sénat,MORBIHAN,SOC
2011/2219,Communauté de communes du Cézallier,CANTAL,"la construction d'une maison de santé pluridisciplinaire, à Condat",1232000.0,30000.0,JARLIER Pierre,Sénat,CANTAL,UDI
2011/2220,Communauté de communes du Cézallier,CANTAL,la requalification du Tour du Cézallier,45015.0,9852.0,MEZARD Jcaques,Sénat,,
2011/2221,Communauté de communes du Chemin des Dames,AISNE,l'acquisition de matériel d'exposition,5315.6,2000.0,DOSIERE René,Assemblée nationale,AISNE,SRC
2011/2222,Communauté de communes du Coeur des Bauges,SAVOIE,l'acquisition de mobilier et de matériel pour la halte- garderie du Châtelard,22286.45,10000.0,VIAL Jean-Pierre,Sénat,SAVOIE,UMP
2011/2223,Communauté de communes du Conflent,PYRENEES-ORIENTALES,l'aménagement de l'école de musique dans l'ancienne maison de Pablo Casals à Prades (1ère tranche),206031.26,60000.0,Gouvernement,Réserve ministérielle,,
2011/2224,Communauté de communes du Conflent,PYRENEES-ORIENTALES,l'acquisition d'un camion-benne de collecte des déchets ménagers,114419.0,20000.0,Gouvernement,Réserve ministérielle,,
2011/2225,Communauté de communes du Confolentais,CHARENTE,"l'installation d'un toboggan aquatique et le remplacement du support du tremplin, à la piscine de Confolens",109234.0,10000.0,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC
2011/2226,Communauté de communes du Créonnais,GIRONDE,la mise aux normes de sécurité et d'isolation du multi- accueil enfance de Créon,47388.0,9000.0,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC
2011/2227,Communauté de communes du Goulet- Mont Lozère,LOZERE,l'aménagement des abords de la maison médicale du Bleymard,25696.0,12000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/2228,Communauté de communes du Goulet-Mont Lozère,LOZERE,la création d'un centre multi-commerces à Bagnols-les- Bains,988318.38,80000.0,Gouvernement,Réserve ministérielle,,
2011/2229,Communauté de communes du Haut Vendômois,LOIR-ET-CHER,l'aménagement du siège social de la communauté de communes à Fréteval,433694.0,31000.0,LEROY Maurice,Assemblée nationale,LOIR-ET-CHER,NC
2011/2230,Communauté de communes du Haut-Clocher,SOMME,"l'acquisition de tableaux blancs interactifs pour les classes maternelles des nouvelles écoles d'Ailly-le-Haut- Clocher, de Pont-Rémy et de Saint-Riquier",13237.0,6500.0,DUBOIS Daniel,Sénat,SOMME,UDI
2011/2231,Communauté de communes du Haut-Jura,JURA,la rénovation du gymnase de la Citadelle (tranche ferme),580000.0,5600.0,BAILLY Gérard,Sénat,JURA,UMP
2011/2232,Communauté de communes du Lunévillois,MEURTHE-ET-MOSELLE,l'acquisition d'un fonds de DVD jeunesse pour la médiathèque de l'Orangerie,8354.56,4000.0,LAMBLIN Jacques,Assemblée nationale,MEURTHE-ET-MOSELLE,UMP
2011/2233,Communauté de communes du Lunévillois,MEURTHE-ET-MOSELLE,"l'acquisition de navettes électriques, pour la commune de Lunéville",231770.0,45000.0,Gouvernement,Réserve ministérielle,,
2011/2234,Communauté de communes du Mirebalais,VIENNE,la construction d'une bibliothèque (transfert sur aménagement d'espaces verts dans le cadre de l'extension d'une zone industrielle par lettre du 27/12/12),501672.0,14000.0,CLAEYS Alain,Assemblée nationale,VIENNE,SRC
2011/2235,Communauté de communes du Nord-Est- Avesnois,NORD,"l'acquisition de défibrillateurs cardiaques et d'armoires murales pour les communes de Cousolre, Aibes et Bousignies-sur-Roc",11296.0,5648.0,TÜRK Alex,Sénat,NORD,NI
2011/2236,Communauté de communes du pays Bellegardien,AIN,"l'aménagement du site paléontologique ""Dinoplagne""",32928.0,5000.0,BLANC Etienne,Assemblée nationale,AIN,UMP
2011/2237,Communauté de communes du Pays Clayettois,SAONE-ET-LOIRE,la réfection de la voirie (programme 2012),281357.4,30000.0,CACOYER Bernard,Assemblée nationale,LOIRET,UMP
2011/2238,Communauté de communes du Pays Créçois,SEINE-ET-MARNE,l'acquisition d'un broyeur de branches,17867.0,8933.0,HOUEL Mhicel,Sénat,,
2011/2239,Communauté de communes du Pays d'Agout,TARN,l'aménagement de la Maison des services publics à Serviès,1315408.05,40000.0,Gouvernement,Réserve ministérielle,,
2011/2240,Communauté de communes du Pays d'Arnay,COTE-D'OR,"le réaménagement de la mairie, la réhabilitation d'un logement et la construction d'une salle des fête, à Arnay- le-Duc",495227.81,30000.0,Gouvernement,Réserve ministérielle,,
2011/2241,Communauté de communes du Pays de Belle- Isle-en-Terre,COTES-D'ARMOR,l'équipement mobilier de l'Office de tourisme,16735.81,4000.0,OGET Marie-Renée,Assemblée nationale,COTES-D'ARMOR,SRC
2011/2242,Communauté de communes du Pays de Bray,OISE,l'acquisition d'un véhicule de service,10174.44,5087.0,MARINI Pilhippe,Sénat,,
2011/2243,Communauté de communes du Pays de Chambaran,ISERE,l'extension de la zone d'activités Porte de Chambaran (2ème tranche),700000.0,14000.0,SAUGEY Bernard,Sénat,ISERE,UMP
2011/2244,Communauté de communes du pays de chanac,LOZERE,l'aménagement et l'équipement des bâtiments scolaires,17000.0,5000.0,MOREL-A-L'HUISSIER Pierr,Assemblée nationale,,
2011/2245,Communauté de communes du Pays de Château-Gontier,MAYENNE,"la rénovation du stade d'athlétisme et de ses ateliers, au complexe sportif de Château-Gontier",805536.05,60000.0,ARTHUIS Jean,Sénat,MAYENNE,UDI
2011/2246,Communauté de communes du Pays de Corlay,COTES-D'ARMOR,l'acquisition d'un terrain pour y aménager un parking et l'extension et la réhabilitation de la Maison du Développement en lieu d'animation intergénérationnelle,619500.0,53117.0,LE FUR Marc,Assemblée nationale,COTES-D'ARMOR,UMP
2011/2247,Communauté de communes du Pays de Courtomer,ORNE,"l'aménagement de la voirie et des réseaux, rues Mallet, Jacquot et des Fontaines à Courtomer",446124.4,108000.0,DENIAUD Yves,Assemblée nationale,ORNE,UMP
2011/2248,Communauté de communes du Pays de Cruseilles,HAUTE-SAVOIE,l'aménagement de vestiaires au stade des Ebeaux,615220.0,10000.0,AMOUDRY Jean-Paul,Sénat,HAUTE-SAVOIE,UDI
2011/2249,Communauté de communes du Pays de Cruseilles,HAUTE-SAVOIE,l'aménagement d'un terrain en gazon naturel au stade des Ebeaux,269344.0,15000.0,CARLE Jean-Claude,Sénat,HAUTE-SAVOIE,UMP
2011/2250,Communauté de communes du Pays de Faverges,HAUTE-SAVOIE,la construction du bâtiment administratif de la caserne de gendarmerie,587613.38,100000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2251,Communauté de communes du Pays de Faverges,HAUTE-SAVOIE,"la construction et l'aménagement intérieur d'un nouveau point ""information"", à Doussard",119800.0,20000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2252,Communauté de communes du Pays de Faverges,HAUTE-SAVOIE,l'aménagement des espaces verts dans l'enceinte de la caserne de gendarmerie,28353.0,14176.0,AMOUDRY Jean-Paul,Sénat,HAUTE-SAVOIE,UDI
2011/2253,Communauté de communes du Pays de Fillière,HAUTE-SAVOIE,"l'aménagement d'une zone de dissipation au lieu-dit ""Le Chaumet-Ouest""",336182.0,100000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2254,Communauté de communes du Pays de Loiron,MAYENNE,la requalification de la friche industrielle de Port-Brillet en village d'artisans (1ère tranche),1034000.0,50000.0,ARTHUIS Jean,Sénat,MAYENNE,UDI
2011/2255,Communauté de communes du Pays de Luxeuil,HAUTE-SAONE,la construction de la plateforme du futur hôtel d'entreprises sur la ZAC du Bouquet,237242.0,72184.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2256,Communauté de communes du Pays de Luxeuil,HAUTE-SAONE,"l'acquisition de mobilier, de jeux et de matériels divers pour le pôle périscolaire de Saint-Sauveur",35803.0,10000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2257,Communauté de communes du Pays de Luxeuil,HAUTE-SAONE,"l'acquisition de mobilier, de jeux et de matériels divers pour l'accueil de loisirs de Luxeuil-les-Bains",40921.0,17816.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2258,Communauté de communes du Pays de Luxeuil,HAUTE-SAONE,l'acquisition de jeux pour l'espace extérieur de convivialité de Froideconche,20307.0,10000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2259,Communauté de communes du Pays de Luxeuil,HAUTE-SAONE,le développement du site internet communautaire (2ème tranche),55000.0,7816.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/2260,Communauté de communes du pays de Marmoutier,BAS-RHIN,la construction d'une salle plurifonctionnelle à Reutenbourg,1189787.32,24000.0,BLESSIG Emile,Assemblée nationale,BAS-RHIN,UMP
2011/2261,Communauté de communes du pays de Maure- de-Bretagne,ILLE-ET-VILAINE,la construction d'un pôle médico-social (tranche conditionnelle),276504.03,40000.0,SUEUR Jean-Pierre,Sénat,LOIRET,SOC
2011/2262,Communauté de communes du Pays de Maurs,CANTAL,l'aménagement d'un sentier d'interprétation sur le site de la Maison de la châtaigne à Mourjou,26498.91,5000.0,MEZARD Jacques,Sénat,CANTAL,RDSE
2011/2263,Communauté de communes du Pays de Montfaucon,HAUTE-LOIRE,la construction d'une bibliothèque à Montregard,107000.0,15000.0,MARCON Jean-Pierre,Assemblée nationale,HAUTE-LOIRE,UMP
2011/2264,Communauté de communes du Pays de Mortrée,ORNE,la construction d'une maison d'accueil rural pour personnes âgées à Mortrée,2745122.9,15000.0,Gouvernement,Réserve ministérielle,,
2011/2265,Communauté de communes du Pays de Questembert,MORBIHAN,la réhabilitation et l'extension du centre de secours de Molac,243752.82,10000.0,BOUVARD Loïc,Assemblée nationale,MORBIHAN,UMP
2011/2266,Communauté de communes du Pays de Richelieu,INDRE-ET-LOIRE,"la restauration de l'immeuble ""Le Colbert"" pour y aménager l'office du tourisme",300000.0,40000.0,Gouvernement,Réserve ministérielle,,
2011/2267,Communauté de communes du Pays de Ronsard,LOIR-ET-CHER,"la construction d'un observatoire ornithologique, la création de panneaux et l'aménagement d'un sentier de découverte dans le cadre de la création d'un parcours boisé dans le parc de la Possonnière",41620.0,20000.0,LEROY Maurice,Assemblée nationale,LOIR-ET-CHER,NC
2011/2268,Communauté de communes du Pays de Saint- Bonnet-le-Château,LOIRE,"la construction d'un village de chalets et l'aménagement de l'espace baignade existant, sur la zone de loisirs d'Usson-en-Forez",1155340.05,60000.0,CINIERI Dino,Assemblée nationale,LOIRE,UMP
2011/2269,Communauté de communes du Pays de Sauxillanges,PUY-DE-DOME,"la construction de logements sociaux, à Saint-Etienne- sur-Usson",370000.0,10000.0,Gouvernement,Réserve ministérielle,,
2011/2270,Communauté de communes du pays de Sées,ORNE,"la réfection et la mise aux norme, à Sées, du pôle scolaire Louis Forton (hors extension)",2075000.0,70000.0,Gouvernement,Réserve ministérielle,,
2011/2271,Communauté de communes du pays de Tinchebray,ORNE,la réfection de la voirie (programme 2011),41541.0,20000.0,BASSOT Sylvia,Assemblée nationale,ORNE,UMP
2011/2272,Communauté de communes du Pays de Tronçais,ALLIER,l'acquisition du site des forges de Tronçais,122697.23,40000.0,Gouvernement,Réserve ministérielle,,
2011/2273,Communauté de communes du Pays des Brières et du Gesnois,SARTHE,l'acquisition de jeux pour le parc des Sittelles,6850.85,3425.0,CLEACH Marcel-Pierre,Sénat,SARTHE,UMP
2011/2274,Communauté de communes du Pays des Brières et du Gesnois,SARTHE,travaux de voirie à la zone d'activités économiques de la Pécardière,26991.5,13495.0,CLEACH Marcel-Pierre,Sénat,SARTHE,UMP
2011/2275,Communauté de communes du Pays des Brières et du Gesnois,SARTHE,l'acquisition de matériel pour les services techniques,5277.09,2638.0,CLEACH Marcel-Pierre,Sénat,SARTHE,UMP
2011/2276,Communauté de communes du Pays des Brières et du Gesnois,SARTHE,la restauration des peintures murales du salon des Evêques du château de Bois Doublé,16436.75,4931.0,CLEACH Marcel-Pierre,Sénat,SARTHE,UMP
2011/2277,Communauté de communes du Pays d'Etain,MEUSE,la démolition et le désamiantage de l'ancien collège d'Etain,313018.55,20000.0,LONGUET Gérard,Sénat,MEUSE,UMP
2011/2278,Communauté de communes du Pays d'Evron,MAYENNE,l'aménagement et l'équipement intérieur du complexe cinématographique d'Evron,358758.53,70000.0,ARTHUIS Jean,Sénat,MAYENNE,UDI
2011/2279,Communauté de communes du Pays d'Evron,MAYENNE,l'aménagement intérieur de l'école et de l'accueil de loisirs sans hébergement de Voutré,350129.17,70000.0,ARTHUIS Jean,Sénat,MAYENNE,UDI
2011/2280,Communauté de communes du Pays d'Issoudun,INDRE,l'aménagement d'un skate-parc à Sainte-Lizaigne,21829.0,4000.0,FORISSIER Nicolas,Assemblée nationale,INDRE,UMP
2011/2281,Communauté de communes du Pays d'Issoudun,INDRE,la réfection de la rue de Bréviandres et de la rue des Acacias (programme 2011),44325.5,8000.0,MAYET Jean-François,Sénat,INDRE,UMP
2011/2282,Communauté de communes du Pays du Craonnais,MAYENNE,l'extension de l'épicerie sociale,67576.2,1000.0,BERNIER Marc,Assemblée nationale,MAYENNE,UMP
2011/2283,Communauté de communes du Pays du Craonnais,MAYENNE,la mise aux normes et la restructuration du musée de la Forge de Denazé,40000.0,10000.0,ARTHUIS Jean,Sénat,MAYENNE,UDI
2011/2284,Communauté de communes du Pays du Craonnais,MAYENNE,la construction et l'aménagement d'une maison enfance- jeunesse à Craon,1114501.55,70000.0,ARTHUIS Jean,Sénat,MAYENNE,UDI
2011/2285,Communauté de communes du Pays du Ried Brun,HAUT-RHIN,l'aménagement d'une piste cyclable entre le stade de Wickerschwihr et le canal menant à Bischwihr,40000.0,9000.0,STRAUMANN Eric,Assemblée nationale,HAUT-RHIN,UMP
2011/2286,Communauté de communes du Pays Marollais,SARTHE,"la réhabilitation d'un bâtiment destiné aux services communautaires, à Marolles-les-Braults",432908.0,15000.0,LE MENER Dominique,Assemblée nationale,SARTHE,UMP
2011/2287,Communauté de communes du Pays Sous- Vosgien,TERRITOIRE DE BELFORT,la mise en place d'un collecteur intercommunal entre Saint-Germain et la STEP d'Anjoutey,217800.0,20000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
